v_ID,v_Frame_output,v_Vel_output,Frame_ID,v_Vel,v_Acc,Space_Headway,Time_Headway
472,2760,6.47,2759,5.24,-0.2,33.5,6.39
475,2760,10.75,2759,6.47,0.0,28.59,4.42
472,2761,6.47,2760,5.22,-0.17,33.97,6.51
475,2761,9.17,2760,6.47,0.0,28.46,4.4
468,2761,5.3,2760,9.98,-0.07,61.98,6.21
468,2762,5.62,2761,10.1,2.03,63.66,6.3
472,2762,6.47,2761,5.3,1.33,34.44,6.5
475,2762,7.33,2761,6.47,0.0,28.33,4.38
468,2763,6.25,2762,10.53,6.24,65.46,6.22
472,2763,6.47,2762,5.62,4.6,34.92,6.21
475,2763,5.95,2762,6.47,0.0,28.2,4.36
475,2764,5.28,2763,6.47,0.0,28.11,4.34
468,2764,7.13,2763,11.36,10.7,67.35,5.93
472,2764,6.47,2763,6.25,8.24,35.41,5.67
472,2765,6.47,2764,7.13,9.91,35.95,5.04
475,2765,5.14,2764,6.47,0.0,28.12,4.35
468,2765,8.01,2764,12.5,11.2,69.22,5.54
475,2766,5.15,2765,6.47,0.0,28.24,4.36
468,2766,8.64,2765,13.63,10.71,70.97,5.21
472,2766,6.47,2765,8.01,8.26,36.49,4.56
475,2767,5.15,2766,6.47,-0.02,28.46,4.4
468,2767,8.95,2766,14.45,6.02,72.52,5.02
472,2767,6.47,2766,8.64,4.59,37.07,4.29
475,2768,5.15,2767,6.47,0.0,28.72,4.44
468,2768,9.03,2767,14.87,1.97,74.0,4.98
472,2768,6.47,2767,8.95,1.3,37.66,4.21
475,2769,5.15,2768,6.47,0.03,28.99,4.48
468,2769,9.01,2768,15.13,1.96,75.54,4.99
472,2769,6.47,2768,9.03,-0.19,38.25,4.24
468,2770,9.0,2769,15.55,6.0,77.24,4.97
472,2770,6.47,2769,9.01,-0.19,38.85,4.31
475,2770,5.15,2769,6.47,0.0,29.24,4.52
475,2771,5.15,2770,6.47,-0.03,29.49,4.56
472,2771,6.47,2770,9.0,0.0,39.5,4.39
468,2771,9.0,2770,16.36,10.7,78.99,4.83
475,2772,5.15,2771,6.47,0.0,29.75,4.6
468,2772,9.0,2771,17.5,11.2,80.75,4.61
472,2772,6.47,2771,9.0,0.0,40.29,4.48
468,2773,9.0,2772,18.64,10.7,82.48,4.42
472,2773,6.47,2772,9.0,0.0,41.2,4.58
475,2773,5.15,2772,6.47,0.02,30.0,4.64
472,2774,6.47,2773,9.0,0.0,42.25,4.69
475,2774,5.15,2773,6.47,0.0,30.25,4.68
468,2774,9.0,2773,19.47,6.26,84.09,4.32
472,2775,6.47,2774,9.0,0.0,43.35,4.82
475,2775,5.15,2774,6.47,0.0,30.5,4.71
468,2775,9.0,2774,19.9,2.05,85.63,4.3
468,2776,9.0,2775,20.03,-0.08,87.11,4.35
475,2776,5.15,2775,6.47,0.0,30.76,4.75
472,2776,6.47,2775,9.0,0.0,44.47,4.94
468,2777,9.0,2776,20.02,-0.27,88.6,4.43
472,2777,6.47,2776,9.0,0.0,45.57,5.06
475,2777,5.15,2776,6.47,0.0,31.01,4.79
468,2778,9.0,2777,19.98,-0.27,90.1,4.51
475,2778,5.15,2777,6.47,0.0,31.26,4.83
472,2778,6.47,2777,9.0,0.0,46.67,5.19
475,2779,5.15,2778,6.47,0.0,31.51,4.87
472,2779,6.47,2778,9.0,0.0,47.77,5.31
468,2779,8.98,2778,19.97,-0.07,91.61,4.59
468,2780,8.97,2779,20.1,2.07,93.12,4.63
475,2780,5.15,2779,6.47,0.0,31.77,4.91
472,2780,6.47,2779,8.98,-0.28,48.85,5.44
475,2781,5.15,2780,6.47,0.0,32.02,4.95
468,2781,9.11,2780,20.53,6.27,94.63,4.61
472,2781,6.47,2780,8.97,-0.16,49.95,5.57
468,2782,9.58,2781,21.37,10.7,96.07,4.5
472,2782,6.47,2781,9.11,2.33,51.12,5.61
475,2782,5.15,2781,6.47,0.0,32.25,4.98
475,2783,5.15,2782,6.47,-0.02,32.5,5.02
472,2783,6.47,2782,9.58,6.74,52.42,5.47
468,2783,10.46,2782,22.5,11.2,97.38,4.33
472,2784,6.47,2783,10.46,11.2,53.77,5.14
475,2784,5.15,2783,6.47,0.0,32.81,5.07
468,2784,11.72,2783,23.64,10.7,98.58,4.17
475,2785,5.15,2784,6.47,0.02,33.28,5.14
468,2785,13.06,2784,24.47,6.25,99.63,4.07
472,2785,6.47,2784,11.72,11.2,55.1,4.7
475,2786,5.15,2785,6.47,0.0,33.87,5.23
472,2786,6.45,2785,13.06,11.2,56.37,4.32
468,2786,14.12,2785,24.9,2.03,100.62,4.04
472,2787,6.49,2786,14.12,8.9,57.51,4.07
468,2787,14.76,2786,25.03,-0.08,101.6,4.06
475,2787,5.15,2786,6.45,-0.36,34.59,5.36
468,2788,15.0,2787,25.01,-0.24,102.6,4.1
472,2788,6.87,2787,14.76,3.68,58.52,3.96
475,2788,5.15,2787,6.49,0.72,35.45,5.46
468,2789,15.01,2788,24.98,-0.24,103.62,4.15
475,2789,5.15,2788,6.87,5.87,36.35,5.29
472,2789,7.88,2788,15.0,0.36,59.5,3.97
475,2790,5.15,2789,7.88,11.2,37.16,4.72
468,2790,14.99,2789,24.97,-0.07,104.63,4.19
472,2790,9.56,2789,15.01,-0.19,60.49,4.03
468,2791,14.97,2790,25.1,2.05,105.58,4.21
475,2791,5.15,2790,9.56,11.2,37.77,3.95
472,2791,11.74,2790,14.99,-0.29,61.47,4.1
475,2792,5.15,2791,11.74,11.2,38.2,3.25
468,2792,15.1,2791,25.53,6.26,106.37,4.17
472,2792,13.92,2791,14.97,-0.08,62.47,4.17
475,2793,5.15,2792,13.92,11.2,38.4,2.76
472,2793,15.6,2792,15.1,2.06,63.54,4.21
468,2793,15.54,2792,26.37,10.7,106.97,4.06
472,2794,16.6,2793,15.54,6.28,64.74,4.17
468,2794,16.37,2793,27.5,11.2,107.26,3.9
475,2794,5.15,2793,15.6,11.2,38.44,2.46
472,2795,16.98,2794,16.37,10.7,66.0,4.03
468,2795,17.5,2794,28.64,10.7,107.39,3.75
475,2795,5.15,2794,16.6,5.86,38.34,2.31
472,2796,17.02,2795,17.5,11.2,67.25,3.84
475,2796,5.15,2795,16.98,0.77,38.31,2.26
468,2796,18.63,2795,29.47,6.25,107.49,3.65
468,2797,19.46,2796,29.9,2.03,107.65,3.6
472,2797,17.0,2796,18.63,10.67,68.45,3.67
475,2797,5.15,2796,17.02,-0.32,38.4,2.26
472,2798,17.0,2797,19.46,6.27,69.52,3.57
468,2798,19.9,2797,30.03,-0.08,107.89,3.59
475,2798,5.15,2797,17.0,0.0,38.65,2.27
472,2799,17.0,2798,19.9,2.07,70.52,3.54
468,2799,20.03,2798,30.01,-0.24,108.16,3.6
475,2799,5.15,2798,17.0,0.0,38.96,2.29
468,2800,20.02,2799,30.0,0.0,108.42,3.61
475,2800,5.13,2799,17.0,0.0,39.27,2.31
472,2800,17.0,2799,20.03,-0.06,71.5,3.57
475,2801,5.16,2800,17.0,0.0,39.58,2.33
468,2801,20.0,2800,30.0,0.0,108.67,3.62
472,2801,17.0,2800,20.02,-0.25,72.49,3.62
475,2802,5.51,2801,17.0,0.0,39.88,2.35
468,2802,20.0,2801,30.0,0.0,108.92,3.63
472,2802,17.0,2801,20.0,0.0,73.49,3.67
475,2803,6.45,2802,17.0,0.0,40.18,2.36
468,2803,20.0,2802,30.0,0.0,109.17,3.64
472,2803,17.0,2802,20.0,0.0,74.49,3.72
468,2804,20.0,2803,30.05,0.87,109.42,3.64
475,2804,8.07,2803,17.0,0.0,40.48,2.38
472,2804,17.0,2803,20.0,0.0,75.49,3.77
468,2805,20.0,2804,30.18,1.66,109.67,3.63
475,2805,10.24,2804,17.0,0.0,40.78,2.4
472,2805,17.0,2804,20.0,0.0,76.49,3.82
475,2806,12.55,2805,17.0,0.0,41.08,2.42
472,2806,16.96,2805,20.0,0.02,77.53,3.88
468,2806,20.0,2805,30.27,0.82,109.89,3.63
468,2807,19.99,2806,30.27,-0.77,110.1,3.64
475,2807,14.51,2806,16.96,-0.64,41.37,2.44
472,2807,16.86,2806,20.0,0.0,78.57,3.93
475,2808,15.74,2807,16.86,-1.25,41.68,2.47
468,2808,19.97,2807,30.18,-1.66,110.32,3.66
472,2808,16.84,2807,19.99,-0.26,79.6,3.98
472,2809,17.06,2808,19.97,-0.09,80.61,4.04
475,2809,16.22,2808,16.84,0.18,42.0,2.49
468,2809,20.1,2808,30.04,-1.16,110.57,3.68
475,2810,16.36,2809,17.06,3.71,42.32,2.48
468,2810,20.53,2809,29.97,-0.1,110.82,3.7
472,2810,17.58,2809,20.1,2.04,81.61,4.06
468,2811,21.36,2810,30.07,1.68,111.04,3.69
472,2811,18.34,2810,20.53,6.26,82.61,4.02
475,2811,16.74,2810,17.58,7.23,42.61,2.42
472,2812,19.21,2811,21.36,10.7,83.55,3.91
475,2812,17.58,2811,18.34,8.52,42.89,2.34
468,2812,22.5,2811,30.37,4.24,111.23,3.66
468,2813,23.63,2812,30.81,5.22,111.37,3.61
472,2813,20.15,2812,22.5,11.2,84.41,3.75
475,2813,18.65,2812,19.21,8.64,43.2,2.25
468,2814,24.47,2813,31.27,4.17,111.51,3.57
475,2814,19.5,2813,20.15,9.89,43.55,2.16
472,2814,21.24,2813,23.63,10.7,85.21,3.61
475,2815,19.85,2814,21.24,11.2,43.94,2.07
468,2815,24.9,2814,31.69,3.72,111.65,3.52
472,2815,22.47,2814,24.47,6.27,85.92,3.51
468,2816,25.03,2815,32.2,5.86,111.8,3.47
475,2816,19.7,2815,22.47,11.2,44.26,1.97
472,2816,23.62,2815,24.9,2.04,86.59,3.48
468,2817,25.01,2816,32.92,8.85,111.93,3.4
475,2817,19.22,2816,23.62,10.85,44.47,1.88
472,2817,24.48,2816,25.03,-0.09,87.3,3.49
468,2818,25.0,2817,33.77,9.03,111.96,3.32
475,2818,18.78,2817,24.48,6.57,44.53,1.82
472,2818,24.93,2817,25.01,-0.26,88.13,3.52
475,2819,18.66,2818,24.93,2.12,44.52,1.79
472,2819,24.95,2818,25.0,0.0,89.07,3.56
468,2819,25.0,2818,34.49,5.86,111.89,3.24
472,2820,24.64,2819,25.0,0.0,90.08,3.6
468,2820,25.0,2819,34.9,2.06,111.74,3.2
475,2820,18.87,2819,24.95,-1.77,44.49,1.78
472,2821,24.17,2820,25.0,0.0,91.1,3.64
468,2821,24.99,2820,35.03,-0.07,111.59,3.19
475,2821,19.21,2820,24.64,-4.49,44.48,1.81
475,2822,19.45,2821,24.17,-5.47,44.54,1.84
468,2822,24.97,2821,35.02,-0.26,111.45,3.18
472,2822,23.7,2821,24.99,-0.26,92.1,3.69
468,2823,25.1,2822,35.0,0.0,111.31,3.18
472,2823,23.39,2822,24.97,-0.09,93.1,3.73
475,2823,19.53,2822,23.7,-4.27,44.65,1.88
468,2824,25.53,2823,35.0,0.0,111.17,3.18
475,2824,19.51,2823,23.39,-1.91,44.8,1.92
472,2824,23.29,2823,25.1,2.04,94.12,3.75
472,2825,23.39,2824,25.53,6.25,95.12,3.73
475,2825,19.5,2824,23.29,0.0,44.97,1.93
468,2825,26.36,2824,35.0,0.0,111.03,3.17
472,2826,23.7,2825,26.36,10.7,96.07,3.64
475,2826,19.5,2825,23.39,1.91,45.21,1.93
468,2826,27.5,2825,35.0,0.0,110.89,3.17
475,2827,19.46,2826,23.7,4.28,45.57,1.92
472,2827,24.17,2826,27.5,11.2,96.88,3.52
468,2827,28.63,2826,35.0,0.0,110.76,3.16
472,2828,24.62,2827,28.63,10.72,97.57,3.41
468,2828,29.47,2827,35.0,0.0,110.62,3.16
475,2828,19.38,2827,24.17,5.47,46.0,1.9
468,2829,29.9,2828,34.98,-0.23,110.48,3.16
475,2829,19.32,2828,24.62,4.23,46.49,1.89
472,2829,24.92,2828,29.47,6.28,98.13,3.33
472,2830,25.03,2829,29.9,2.03,98.61,3.3
468,2830,30.03,2829,34.97,-0.06,110.34,3.16
475,2830,19.32,2829,24.92,1.69,47.0,1.89
468,2831,30.01,2830,35.07,1.59,110.22,3.14
472,2831,25.0,2830,30.03,-0.1,99.08,3.3
475,2831,19.38,2830,25.03,-0.07,47.5,1.9
468,2832,30.0,2831,35.37,4.31,110.07,3.11
472,2832,24.97,2831,30.01,-0.26,99.58,3.32
475,2832,19.46,2831,25.0,-0.5,48.0,1.92
475,2833,19.5,2832,24.97,-0.07,48.5,1.94
472,2833,25.07,2832,30.0,0.0,100.12,3.34
468,2833,30.0,2832,35.92,6.92,109.88,3.06
468,2834,30.05,2833,36.67,8.26,109.66,2.99
472,2834,25.37,2833,30.0,0.0,100.74,3.36
475,2834,19.48,2833,25.07,1.59,49.02,1.96
468,2835,30.17,2834,37.5,8.45,109.44,2.92
472,2835,25.92,2834,30.05,0.82,101.45,3.38
475,2835,19.51,2834,25.37,4.32,49.51,1.95
468,2836,30.25,2835,38.33,8.25,109.25,2.85
472,2836,26.67,2835,30.17,1.55,102.24,3.39
475,2836,19.83,2835,25.92,6.93,49.98,1.93
472,2837,27.5,2836,30.25,0.76,103.09,3.41
468,2837,30.24,2836,39.08,6.91,109.06,2.79
475,2837,20.69,2836,26.67,8.26,50.39,1.89
468,2838,30.14,2837,39.63,4.33,108.83,2.75
475,2838,22.18,2837,27.5,8.44,50.72,1.84
472,2838,28.33,2837,30.24,-0.98,104.01,3.44
468,2839,30.15,2838,39.92,1.49,108.55,2.72
475,2839,24.13,2838,28.33,8.25,50.95,1.8
472,2839,29.08,2838,30.14,-1.63,104.99,3.48
468,2840,30.51,2839,39.93,-1.49,108.27,2.71
475,2840,26.07,2839,29.08,6.94,51.06,1.76
472,2840,29.63,2839,30.15,1.21,106.02,3.52
475,2841,27.56,2840,29.63,4.33,51.09,1.72
468,2841,31.23,2840,39.78,-1.9,108.11,2.72
472,2841,29.93,2840,30.51,5.87,107.02,3.51
468,2842,32.08,2841,39.83,1.79,108.01,2.71
475,2842,28.42,2841,29.93,1.59,51.15,1.71
472,2842,30.03,2841,31.23,9.04,107.91,3.46
472,2843,30.02,2842,32.08,8.85,108.7,3.39
475,2843,28.74,2842,30.03,-0.07,51.3,1.71
468,2843,32.81,2842,40.25,6.78,107.88,2.68
475,2844,28.77,2843,30.02,-0.24,51.57,1.72
468,2844,33.31,2843,40.99,9.3,107.58,2.62
472,2844,30.0,2843,32.81,5.86,109.47,3.34
472,2845,30.0,2844,33.31,3.72,110.3,3.31
475,2845,28.75,2844,30.0,0.0,51.89,1.73
468,2845,33.74,2844,41.77,6.89,107.13,2.56
472,2846,30.0,2845,33.74,4.16,111.19,3.3
475,2846,28.75,2845,30.0,0.0,52.24,1.74
468,2846,34.19,2845,42.28,3.0,106.61,2.52
468,2847,34.62,2846,42.49,0.84,106.08,2.5
475,2847,28.75,2846,30.0,0.0,52.63,1.75
472,2847,29.98,2846,34.19,5.19,112.06,3.28
475,2848,28.75,2847,29.98,-0.26,53.08,1.77
468,2848,34.92,2847,42.49,-0.79,105.54,2.48
472,2848,29.97,2847,34.62,4.21,112.88,3.26
475,2849,28.75,2848,29.97,-0.07,53.58,1.79
468,2849,35.03,2848,42.29,-2.97,105.01,2.48
472,2849,30.08,2848,34.92,1.69,113.64,3.25
475,2850,28.75,2849,30.08,1.7,54.11,1.8
472,2850,30.38,2849,35.03,-0.06,114.36,3.26
468,2850,35.02,2849,41.85,-5.75,104.5,2.5
475,2851,28.75,2850,30.38,4.24,54.62,1.8
468,2851,35.0,2850,41.23,-7.15,104.05,2.52
472,2851,30.88,2850,35.02,-0.25,115.02,3.28
475,2852,28.75,2851,30.88,6.32,55.07,1.78
468,2852,35.0,2851,40.61,-5.75,103.7,2.55
472,2852,31.47,2851,35.0,0.0,115.6,3.3
475,2853,28.75,2852,31.47,5.86,55.45,1.76
472,2853,31.86,2852,35.0,0.0,116.12,3.32
468,2853,35.0,2852,40.17,-3.1,103.42,2.57
468,2854,35.0,2853,39.97,-0.62,103.15,2.58
475,2854,28.73,2853,31.86,2.42,55.75,1.75
472,2854,31.93,2853,35.0,0.0,116.6,3.33
472,2855,31.83,2854,35.0,0.0,117.07,3.34
468,2855,35.0,2854,40.07,2.31,102.86,2.57
475,2855,28.72,2854,31.93,-1.09,56.03,1.75
468,2856,35.0,2855,40.52,6.26,102.48,2.53
475,2856,28.85,2855,31.83,-1.93,56.33,1.77
472,2856,31.82,2855,35.0,0.0,117.57,3.36
468,2857,35.0,2856,41.26,9.13,102.0,2.47
475,2857,29.31,2856,31.82,1.16,56.68,1.78
472,2857,32.17,2856,35.0,0.0,118.13,3.38
468,2858,35.0,2857,42.0,7.01,101.39,2.41
472,2858,32.83,2857,35.0,0.0,118.81,3.39
475,2858,30.18,2857,32.17,5.94,57.02,1.77
472,2859,33.41,2858,35.0,0.0,119.59,3.42
475,2859,31.38,2858,32.83,7.9,57.29,1.75
468,2859,34.98,2858,42.32,0.0,100.7,2.38
472,2860,33.58,2859,34.98,-0.25,120.37,3.44
475,2860,32.57,2859,33.41,4.95,57.45,1.72
468,2860,34.97,2859,42.0,-7.01,99.98,2.38
472,2861,33.31,2860,34.97,-0.08,121.06,3.46
475,2861,33.44,2860,33.58,-1.27,57.54,1.71
468,2861,35.1,2860,41.26,-9.11,99.25,2.41
468,2862,35.53,2861,40.53,-6.13,98.61,2.43
472,2862,32.97,2861,35.1,2.03,121.64,3.47
475,2862,33.9,2861,33.31,-5.23,57.65,1.73
468,2863,36.36,2862,40.1,-2.09,98.07,2.45
475,2863,34.03,2862,32.97,-2.97,57.85,1.75
472,2863,32.96,2862,35.53,6.25,122.14,3.44
468,2864,37.5,2863,39.97,0.06,97.64,2.44
472,2864,33.39,2863,36.36,10.71,122.57,3.37
475,2864,34.02,2863,32.96,2.69,58.15,1.76
468,2865,38.64,2864,40.15,3.01,97.26,2.42
472,2865,34.06,2864,37.5,11.2,122.85,3.28
475,2865,34.0,2864,33.39,6.88,58.57,1.75
468,2866,39.47,2865,40.56,5.16,96.81,2.39
472,2866,34.62,2865,38.64,10.71,123.06,3.18
475,2866,34.0,2865,34.06,7.08,59.01,1.73
468,2867,39.9,2866,40.85,2.46,96.29,2.36
472,2867,34.93,2866,39.47,6.24,123.21,3.12
475,2867,34.0,2866,34.62,4.41,59.49,1.72
468,2868,40.03,2867,40.85,-2.48,95.74,2.34
472,2868,35.03,2867,39.9,2.03,123.33,3.09
475,2868,34.06,2867,34.93,1.63,60.0,1.72
475,2869,34.17,2868,35.03,-0.07,60.5,1.73
472,2869,35.02,2868,40.03,-0.05,123.41,3.08
468,2869,39.95,2868,40.56,-5.16,95.22,2.35
475,2870,34.25,2869,35.02,-0.28,61.01,1.74
468,2870,39.77,2869,40.17,-2.76,94.78,2.36
472,2870,35.0,2869,39.95,-1.31,123.42,3.09
472,2871,35.0,2870,39.77,-2.14,123.41,3.1
475,2871,34.42,2870,35.0,-0.02,61.5,1.76
468,2871,39.63,2870,40.0,0.0,94.37,2.36
468,2872,39.57,2871,39.99,0.0,93.95,2.35
475,2872,34.89,2871,35.0,0.0,61.96,1.77
472,2872,35.0,2871,39.63,-1.4,123.44,3.11
472,2873,35.0,2872,39.57,0.17,123.5,3.12
475,2873,35.79,2872,35.0,0.0,62.41,1.78
468,2873,39.6,2872,39.99,0.0,93.53,2.34
475,2874,37.12,2873,35.0,0.0,62.86,1.8
472,2874,35.0,2873,39.6,1.06,123.54,3.12
468,2874,39.67,2873,40.01,0.26,93.1,2.33
475,2875,38.52,2874,35.0,0.0,63.33,1.81
472,2875,35.0,2874,39.67,0.29,123.58,3.12
468,2875,39.68,2874,40.02,0.08,32.42,0.81
475,2876,39.55,2875,35.0,0.0,63.8,1.82
472,2876,34.98,2875,39.68,-0.4,123.62,3.12
468,2876,39.65,2875,39.9,-2.03,31.83,0.8
468,2877,39.64,2876,39.46,-6.25,31.19,0.79
472,2877,34.97,2876,39.65,-0.1,123.66,3.12
475,2877,40.11,2876,34.98,-0.25,64.27,1.84
472,2878,35.1,2877,39.64,0.0,123.64,3.12
475,2878,40.28,2877,34.97,-0.08,64.74,1.85
468,2878,39.65,2877,38.63,-10.7,30.5,0.79
472,2879,35.53,2878,39.65,0.08,123.49,3.11
475,2879,40.27,2878,35.1,2.03,65.21,1.86
468,2879,39.68,2878,37.5,-11.2,29.92,0.8
475,2880,40.25,2879,35.53,6.26,65.68,1.85
468,2880,39.75,2879,36.36,-10.71,29.52,0.81
472,2880,36.36,2879,39.68,0.4,123.22,3.11
468,2881,39.85,2880,35.53,-6.26,29.34,0.83
472,2881,37.5,2880,39.75,1.09,122.8,3.09
475,2881,40.25,2880,36.36,10.71,66.1,1.82
468,2882,39.81,2881,35.09,-2.03,29.22,0.83
472,2882,38.64,2881,39.85,1.11,122.32,3.07
475,2882,40.25,2881,37.5,11.2,66.38,1.77
472,2883,39.48,2882,39.81,-1.25,121.79,3.06
468,2883,39.46,2882,34.98,0.35,29.0,0.83
475,2883,40.25,2882,38.64,10.71,66.58,1.72
472,2884,39.93,2883,39.46,-5.48,121.3,3.07
468,2884,38.77,2883,34.88,-1.7,28.63,0.82
475,2884,40.25,2883,39.48,6.51,66.64,1.69
472,2885,39.96,2884,38.77,-8.96,120.87,3.12
468,2885,37.91,2884,34.4,-7.09,28.17,0.82
475,2885,40.25,2884,39.93,2.12,66.57,1.67
472,2886,39.57,2885,37.91,-9.12,120.47,3.18
468,2886,37.15,2885,33.58,-10.39,27.74,0.83
475,2886,40.25,2885,39.96,-1.7,66.38,1.66
475,2887,40.25,2886,39.57,-5.79,66.09,1.67
472,2887,38.84,2886,37.15,-6.19,120.05,3.23
468,2887,36.74,2886,32.63,-9.96,27.42,0.84
472,2888,37.99,2887,36.74,-2.12,119.59,3.25
468,2888,36.74,2887,31.7,-7.7,27.22,0.86
475,2888,40.25,2887,38.84,-9.05,65.8,1.69
468,2889,37.15,2888,30.99,-6.36,27.11,0.87
475,2889,40.24,2888,37.99,-8.97,65.59,1.73
472,2889,37.21,2888,36.74,2.12,119.07,3.24
468,2890,37.92,2889,30.46,-5.05,27.04,0.89
472,2890,36.58,2889,37.15,6.17,118.48,3.19
475,2890,40.23,2889,37.21,-6.69,65.51,1.76
468,2891,38.8,2890,30.1,-2.07,27.04,0.9
472,2891,36.07,2890,37.92,9.34,117.75,3.11
475,2891,40.31,2890,36.58,-5.18,65.56,1.79
472,2892,35.64,2891,38.8,9.1,116.9,3.01
475,2892,40.62,2891,36.07,-5.07,65.77,1.82
468,2892,39.39,2891,29.97,0.07,27.05,0.9
472,2893,35.34,2892,39.39,3.81,115.93,2.94
468,2893,39.39,2892,29.98,0.27,27.06,0.9
475,2893,41.23,2892,35.64,-4.05,66.15,1.86
475,2894,42.06,2893,35.34,-1.86,66.63,1.89
472,2894,35.24,2893,39.39,-3.81,114.93,2.92
468,2894,38.8,2893,30.0,0.0,27.13,0.9
475,2895,42.89,2894,35.24,0.03,67.07,1.9
472,2895,35.35,2894,38.8,-9.1,113.97,2.94
468,2895,37.93,2894,30.0,0.0,27.33,0.91
468,2896,37.36,2895,30.0,0.0,27.68,0.92
475,2896,43.49,2895,35.35,1.91,67.4,1.91
472,2896,35.65,2895,37.93,-9.08,113.13,2.98
475,2897,43.8,2896,35.65,4.06,67.58,1.9
468,2897,37.22,2896,30.0,0.0,28.08,0.94
472,2897,36.15,2896,37.36,-3.27,112.42,3.01
475,2898,43.89,2897,36.15,6.22,67.7,1.87
468,2898,37.06,2897,30.02,0.26,28.37,0.95
472,2898,36.83,2897,37.22,1.1,111.73,3.0
472,2899,37.49,2898,37.06,-1.87,110.99,2.99
468,2899,36.6,2898,30.03,0.07,28.51,0.95
475,2899,43.8,2898,36.83,7.38,67.8,1.84
475,2900,43.61,2899,37.49,6.27,67.81,1.81
468,2900,35.88,2899,29.93,-1.62,28.52,0.95
472,2900,37.86,2899,36.6,-7.55,110.28,3.01
475,2901,43.48,2900,37.86,2.01,67.64,1.79
468,2901,35.2,2900,29.62,-4.34,28.51,0.96
472,2901,37.73,2900,35.88,-9.32,109.64,3.06
472,2902,37.09,2901,35.2,-4.32,109.08,3.1
475,2902,43.48,2901,37.73,-4.5,67.31,1.78
468,2902,35.05,2901,29.08,-6.91,28.54,0.98
472,2903,36.32,2902,35.05,1.78,108.51,3.1
475,2903,43.61,2902,37.09,-9.13,66.98,1.81
468,2903,35.36,2902,28.33,-8.23,28.6,1.01
472,2904,35.9,2903,35.36,4.48,107.81,3.05
475,2904,43.79,2903,36.32,-7.58,66.82,1.84
468,2904,35.83,2903,27.5,-8.44,28.69,1.04
472,2905,35.96,2904,35.83,5.45,106.97,2.99
475,2905,43.87,2904,35.9,-1.39,66.82,1.86
468,2905,36.29,2904,26.67,-8.26,28.84,1.08
475,2906,43.86,2905,35.96,3.47,66.89,1.86
468,2906,36.61,2905,25.92,-6.92,29.11,1.12
472,2906,36.2,2905,36.29,4.27,105.97,2.92
472,2907,36.22,2906,36.61,1.92,104.84,2.86
468,2907,36.71,2906,25.37,-4.31,29.5,1.16
475,2907,43.86,2906,36.2,2.76,66.94,1.85
472,2908,35.79,2907,36.71,0.0,103.66,2.82
475,2908,43.86,2907,36.22,-2.26,66.96,1.85
468,2908,36.61,2907,25.07,-1.59,29.96,1.2
468,2909,36.29,2908,24.97,0.07,30.43,1.22
475,2909,43.88,2908,35.79,-6.85,67.0,1.87
472,2909,35.06,2908,36.61,-1.93,102.46,2.8
472,2910,34.4,2909,36.29,-4.28,101.29,2.79
468,2910,35.82,2909,24.99,0.24,30.88,1.24
475,2910,43.89,2909,35.06,-8.17,67.11,1.91
472,2911,34.09,2910,35.82,-5.46,100.17,2.8
468,2911,35.37,2910,25.07,1.09,31.33,1.25
475,2911,43.7,2910,34.4,-5.83,67.27,1.96
472,2912,34.28,2911,35.37,-4.22,99.13,2.8
475,2912,43.1,2911,34.09,-0.69,67.44,1.98
468,2912,35.07,2911,25.23,2.05,31.78,1.26
472,2913,34.81,2912,35.07,-1.69,98.17,2.8
468,2913,34.97,2912,25.32,0.72,32.19,1.27
475,2913,42.01,2912,34.28,4.71,67.58,1.97
475,2914,40.56,2913,34.81,6.79,67.63,1.94
472,2914,35.35,2913,34.97,0.08,97.23,2.78
468,2914,34.98,2913,25.31,-1.06,105.14,4.15
475,2915,39.1,2914,35.35,4.83,67.6,1.91
468,2915,35.0,2914,25.32,0.0,105.61,4.17
472,2915,35.85,2914,34.98,0.27,96.25,2.75
472,2916,36.33,2915,35.0,0.0,95.25,2.72
475,2916,38.02,2915,35.85,4.25,67.53,1.88
468,2916,34.87,2915,25.6,5.17,106.09,4.14
468,2917,34.52,2916,26.36,10.69,106.55,4.04
472,2917,36.57,2916,34.87,-2.0,94.28,2.7
475,2917,37.42,2916,36.33,4.74,67.44,1.86
472,2918,36.55,2917,34.52,-4.79,93.48,2.71
475,2918,37.22,2917,36.57,2.06,67.26,1.84
468,2918,34.17,2917,27.5,11.2,106.87,3.89
472,2919,36.28,2918,34.17,-3.74,92.87,2.72
475,2919,37.23,2918,36.55,-2.38,66.99,1.83
468,2919,34.06,2918,28.63,10.71,107.01,3.74
472,2920,35.91,2919,34.06,0.87,92.44,2.71
475,2920,37.25,2919,36.28,-4.93,66.7,1.84
468,2920,34.27,2919,29.47,6.28,106.92,3.63
468,2921,34.66,2920,29.9,2.03,106.66,3.57
475,2921,37.25,2920,35.91,-2.62,66.49,1.85
472,2921,35.75,2920,34.27,4.68,92.06,2.69
468,2922,34.94,2921,30.03,-0.09,106.32,3.54
475,2922,37.25,2921,35.75,0.0,66.38,1.86
472,2922,35.75,2921,34.66,3.95,91.63,2.64
468,2923,35.0,2922,30.03,0.0,105.98,3.53
475,2923,37.25,2922,35.75,0.0,66.32,1.85
472,2923,35.75,2922,34.94,1.04,91.13,2.61
472,2924,35.75,2923,35.0,0.0,90.62,2.59
